Planet's Name,Planet's Detection Method,Planet's Mass,Planet's Radius,Planet's Period,Planet's Semimajor Axis,Planet's Gravity,Planet's Density,Planet's Hill Sphere,Planet's Distance,Planet's Periastron,Planet's Apastron,Planet's Flux,Planet's Equilibrium Temperature,Planet's Surface Temperature,Planet's Type,Planet's Habitability Zone Location,Planet's Temperature Type,Planet's Habitability,Planet's Earth Similarity Index,Star's Name,Star's Magnitude,Star's Distance,Star's Temperature,Star's Mass,Star's Radius,Star's Temperature Type,Star's Luminosity,Star's Snow Line
TOI-2076 c,Transit,12,3.497,21.01538,0.1093,0.9812733,0.28060432,0.002674204,0.1093,0.1093,0.1093,31.605282,604.00374,,Neptunian,0,Hot,0,0.22883347,TOI-2076,9.139,41.9091,5200,0.82,0.77,K,0.37757219,1.6590664
WASP-132 b,Transit,130.3103,10.05,7.133514,0.067,1.2901691,0.12837503,0.0034327147,0.06716415,0.06231,0.07169,56.482906,697.71672,,Jovian,0,Hot,0,0.10490419,WASP-132,11.938,122.91,4714,0.78,0.75,K,0.2529298,1.3578874
KELT-24 b,Transit,1646.3594,14.258,5.5514926,0.06969,8.098553,0.56800063,0.0066970161,0.069896596,0.06432387,0.07505613,758.49089,1335.3751,,Jovian,0,Hot,0,0.064648655,KELT-24,8.34,96.5173,6509,1.46,1.51,F,3.672823,5.1744449
HAT-P-14 b,Transit,1093.3352,15.917,4.62767,0.0596,4.3154978,0.27112507,0.0039499415,0.05996058,0.053044,0.066156,1247.8173,1510.5917,,Jovian,0,Hot,0,0.058106187,HAT-P-14,9.988,222.663,6600,2.65,1.82,F,4.4055486,5.6671377
TOI-2076 d,Transit,10.5,3.232,35.12537,0.1539,1.0051864,0.31101064,0.0036014911,0.1539,0.1539,0.1539,15.941264,509.01479,,Neptunian,0,Hot,0,0.27336785,TOI-2076,9.139,41.9091,5200,0.82,0.77,K,0.37757219,1.6590664
HATS-39 b,Transit,200.2329,17.598,4.5776348,0.06007,0.64655997,0.036740537,0.0022891083,0.062341397,0.04355075,0.07658925,1258.2318,1495.1181,,Jovian,0,Hot,0,0.053080376,HATS-39,12.745,878.521,6572,1.38,1.62,F,4.3651583,5.6410996
HATS-58 A b,Transit,327.3649,12.274,4.2180896,0.05798,2.1730007,0.17704096,0.0029314323,0.058798214,0.04823936,0.06772064,1474.5534,1570.1411,,Jovian,0,Hot,0,0.073001737,HATS-58 A,11.572,403.591,7175,1.46,1.43,F,4.8865236,5.9684803
WASP-142 b,Transit,266.9772,17.15,2.052868,0.0347,0.9077075,0.052927551,0.0020323051,0.0347,0.0347,0.0347,2706.0826,1837.3207,,Jovian,0,Hot,0,0.053881703,WASP-142,12.871,730.933,6010,1.33,1.64,F,3.258367,4.8737558
WASP-94 A b,Transit,158.915,17.71,3.95019,0.055,0.50667301,0.02860943,0.0025116787,0.055,0.055,0.055,1069.7311,1456.8618,,Jovian,0,Hot,0,0.05292431,WASP-94 A,10.051,211.211,6170,1.67,1.48,F,3.2359366,4.8569515
WASP-126 b,Transit,90.3,10.435,3.28883,0.0449,0.82928315,0.079471313,0.0015909945,0.04562738,0.036818,0.052982,727.20924,1314.7386,,Jovian,0,Hot,0,0.08476727,WASP-126,10.994,216.526,5800,1.12,1.27,G,1.4421154,3.2423789
KOI-94 d,Transit,106,11.27,22.342989,0.1684,0.8345609,0.074051544,0.0071806676,0.16844075,0.1646952,0.1721048,106.27251,817.83469,,Jovian,0,Hot,0,0.087961158,KOI-94,12.314,477.052,6182,1.28,1.52,F,3.013006,4.6866634
HD 332231 b,Transit,77.55052,9.718,18.71204,0.1436,0.82116593,0.084499479,0.0056926848,0.14367352,0.1390048,0.1481952,97.929513,801.20691,,Jovian,0,Hot,0,0.099557841,HD 332231,8.558,80.6665,6089,1.13,1.28,F,2.0183664,3.835869
HAT-P-59 b,Transit,489.45575,12.588,4.1419771,0.05064,3.0888724,0.2453823,0.0038593547,0.050662788,0.0491208,0.0521592,441.78211,1167.6923,,Jovian,0,Hot,0,0.073103653,HAT-P-59,11.64,265.471,5678,1.01,1.1,G,1.1324004,2.8731861
WASP-53 b,Transit,677.61356,12.038,3.3098443,0.04101,4.6759882,0.38843564,0.0037040856,0.041028454,0.0397797,0.0422403,204.84057,963.56361,,Jovian,0,Hot,0,0.078751612,WASP-53,12.591,201.338,4953,0.84,0.8,K,0.34434993,1.5843961
WASP-141 b,Transit,854.9627,13.563,3.310651,0.0469,4.6476739,0.342673,0.0041333655,0.0469,0.0469,0.0469,938.97562,1410.1434,,Jovian,0,Hot,0,0.067277888,WASP-141,12.65,516.543,5900,1.25,1.37,F,2.0653802,3.8802862
HD 39091 b,Radial Velocity,3917.2351,12.4,2088.7585,3.311,25.476295,2.0545399,0.18106025,3.9933375,1.185338,5.436662,0.17197034,149.07723,,Jovian,0,Cold,0,0.21803109,HD 39091,5.65,18.2702,5950,1.1,1.19,G,1.4454398,3.246114
TOI-1296 b,Transit,94.71287,13.798,3.9443715,0.0497,0.49748125,0.036054591,0.0020322688,0.049775171,0.0469665,0.0524335,995.27957,1430.0109,,Jovian,0,Hot,0,0.066204338,TOI-1296,11.37,323.265,5603,1.17,1.66,G,2.4547089,4.2302279
TrES-2 b,Transit,473.5667,15.244,2.47063,0.03563,2.0379019,0.13368551,0.0025073511,0.03563,0.03563,0.03563,859.74242,1379.405,,Jovian,0,Hot,0,0.060778902,TrES-2,11.254,215.32,5850,1.36,1.12,G,1.0914403,2.8207446
KOI-94 b,Transit,10.5,1.71,3.743208,0.05119,3.5908485,2.0999114,0.00077450594,0.052789688,0.0383925,0.0639875,1187.5287,1477.5143,1668.6203,Superterran,0,Hot,0,0.27017899,KOI-94,12.314,477.052,6182,1.28,1.52,F,3.013006,4.6866634
Qatar-10 b,Transit,233.92288,17.295,1.645321,0.0286,0.78204469,0.045217964,0.0016776043,0.0286,0.0286,0.0286,2439.3153,1790.2624,,Jovian,0,Hot,0,0.053513535,Qatar-10,12.868,559.068,6124,1.16,1.25,F,1.9952623,3.8138514
Kepler-76 b,Orbital Brightness Modulation,638.8383,15.244,1.5449298,0.0274,2.749116,0.18034086,0.0022212923,0.0274,0.0274,0.0274,3762.6938,1995.1448,,Jovian,0,Hot,0,0.059826668,Kepler-76,13.474,822.96,6409,1.2,1.32,F,2.82488,4.5379924
HAT-P-3 b,Transit,206.5895,10.536,2.8997,0.03866,1.8610443,0.17663671,0.0022420634,0.03866,0.03866,0.03866,292.06284,1053.098,,Jovian,0,Hot,0,0.086294852,HAT-P-3,11.856,134.554,5185,1.06,0.87,K,0.43651583,1.7838723
WASP-160 B b,Transit,88.35674,12.218,3.7684952,0.0452,0.59188787,0.048443925,0.0021094237,0.0452,0.0452,0.0452,235.35484,997.77012,,Jovian,0,Hot,0,0.077117409,WASP-160 B,13.04,288.326,5298,0.87,0.87,K,0.48083935,1.8722497
GJ 1214 b,Transit,8.17,2.742,1.5804043,0.0149,1.0866437,0.39629601,0.00049815094,0.014929569,0.0139613,0.0158387,20.772608,543.43641,,Neptunian,0,Hot,0,0.27839216,GJ 1214,15.1,14.6427,3250,0.18,0.21,M,0.0046025657,0.18317397
HAT-P-11 c,Radial Velocity,731.009,13.3,3407,4.13,4.1325626,0.31071899,0.1592896,4.8758801,1.64787,6.61213,0.020017866,88.346248,,Jovian,0,Cold,0,0.088166401,HAT-P-11,9.46,37.7647,4780,0.81,0.68,K,0.27289778,1.4104697
WASP-8 b,Transit,807.2882,12.666,8.15872,0.0801,5.0321043,0.3972923,0.004669189,0.083948805,0.055269,0.104931,143.44149,865.1778,,Jovian,0,Hot,0,0.07771493,WASP-8,9.789,89.9606,5600,1.34,1.03,G,0.87498378,2.5255953
HD 97658 b,Radial Velocity,8.3,2.12,9.4897116,0.0805,1.8467426,0.87110501,0.0016350252,0.080600625,0.076475,0.084525,54.194072,690.85017,780.2067,Superterran,0,Hot,0,0.27277788,HD 97658,7.76,21.5618,5212,0.85,0.73,K,0.35075187,1.5990563
TrES-3 b,Transit,607.03,14.975,1.3061858,0.02282,2.7069267,0.18076305,0.0019800521,0.02282,0.02282,0.02282,1200.5181,1499.4842,,Jovian,0,Hot,0,0.061395638,TrES-3,12.362,231.337,5650,0.93,0.83,G,0.62517269,2.1348323
WASP-164 b,Transit,676.9779,12.644,1.7771255,0.02818,4.234533,0.33490454,0.0025177341,0.02818,0.02818,0.02818,1079.24,1460.0886,,Jovian,0,Hot,0,0.071393956,WASP-164,12.603,327.506,5806,0.95,0.93,G,0.85703785,2.4995611
HD 86226 b,Radial Velocity,143.0235,14.3,1628,2.73,0.69941562,0.048910183,0.13349754,2.7347516,2.56893,2.89107,0.15864702,160.66594,,Jovian,0,Cold,0,0.19908018,HD 86226,7.93,45.683,5863,1.02,1.05,G,1.1803206,2.9333492
HD 5278 b,Transit,7.8,2.45,14.339156,0.1202,1.2994586,0.53039125,0.0021061191,0.12058464,0.110584,0.129816,132.30775,862.92582,974.53911,Superterran,0,Hot,0,0.24274745,HD 5278,7.94,57.5846,6203,1.13,1.19,F,1.9054607,3.7270375
K2-237 b,Transit,433.20012,16.197,2.1805354,0.03558,1.651275,0.10194943,0.0023885227,0.035611382,0.03408564,0.03707436,1857.6825,1671.8559,,Jovian,0,Hot,0,0.056926338,K2-237,11.602,314.995,6360,1.26,1.26,F,2.3496328,4.1386983
HAT-P-25 b,Transit,180.84527,12.722,3.6528151,0.0466,1.1173684,0.087829615,0.0025668135,0.046612326,0.0455282,0.0476718,324.59593,1081.166,,Jovian,0,Hot,0,0.073314167,HAT-P-25,13.146,300.384,5519,1.01,0.92,G,0.70469307,2.266542
WASP-93 b,Transit,467.2101,17.901,2.7325321,0.04211,1.4580004,0.081447985,0.0029720585,0.04211,0.04211,0.04211,2340.0736,1771.769,,Jovian,0,Hot,0,0.051880876,WASP-93,10.966,370.284,6700,1.33,1.52,F,4.1495404,5.5000136
TOI-892 b,Transit,301.9385,11.994,10.62656,0.092,2.0988935,0.17499529,0.0049752774,0.09271875,0.0805,0.1035,321.25068,1075.3006,,Jovian,0,Hot,0,0.07710188,TOI-892,11.43,340.543,6261,1.28,1.39,F,2.6977394,4.4346951
HAT-P-5 b,Transit,311.4734,13.563,2.78849,0.04073,1.6932046,0.12483998,0.0027258097,0.04073,0.04073,0.04073,927.19521,1405.6995,,Jovian,0,Hot,0,0.067292333,HAT-P-5,11.954,303.336,5960,1.04,1.12,G,1.5381546,3.3486038
HD 108236 c,Transit,4.94,2.071,6.203449,0.062,1.1517726,0.55614323,0.001068784,0.062035836,0.059892,0.064108,184.27558,938.36646,1059.7375,Superterran,0,Hot,0,0.25832924,HD 108236,9.25,64.5978,5660,0.87,0.88,G,0.70794578,2.2717669
WASP-156 b,Transit,40.68224,5.717,3.836169,0.0453,1.2447108,0.21772098,0.001640116,0.04530111,0.0449829,0.0456171,178.98401,931.74974,,Neptunian,0,Hot,0,0.14237201,WASP-156,11.559,122.066,4910,0.84,0.76,K,0.3672823,1.6363031
WASP-98 b,Transit,293.03926,12.823,2.9626404,0.03762,1.7821593,0.13898146,0.0024936409,0.037712169,0.0349866,0.0402534,310.61974,1068.4572,,Jovian,0,Hot,0,0.072970782,WASP-98,13.252,281.742,5473,0.81,0.74,G,0.4385307,1.7879846
WASP-183 b,Transit,159.55066,16.477,4.1117771,0.04632,0.58768191,0.035666803,0.0027299528,0.04632,0.04632,0.04632,288.0467,1049.4589,,Jovian,0,Hot,0,0.059140655,WASP-183,13.081,325.377,5313,0.78,0.87,G,0.6180164,2.1225785
WASP-192 b,Transit,731.009,13.787,2.8786765,0.0408,3.8457688,0.27894167,0.003572269,0.0408,0.0408,0.0408,1149.9519,1483.4388,,Jovian,0,Hot,0,0.066106718,WASP-192,12.678,508.885,5910,1.09,1.32,G,1.9142559,3.7356292
HD 108236 f,Transit,4.72,2.017,29.54115,0.1758,1.1601929,0.57520719,0.0029323192,0.17602863,0.1668342,0.1847658,22.936534,557.21093,629.28218,Superterran,0,Hot,0,0.30952833,HD 108236,9.25,64.5978,5660,0.87,0.88,G,0.70794578,2.2717669
WASP-138 b,Transit,387.7526,12.218,3.634433,0.0494,2.5974935,0.21259564,0.003372178,0.0494,0.0494,0.0494,1115.6966,1472.2658,,Jovian,0,Hot,0,0.073528772,WASP-138,11.796,414.234,6272,1.22,1.36,F,2.7227013,4.4551647
HAT-P-66 b,Transit,248.86089,17.822,2.972086,0.04363,0.78350861,0.043963001,0.0023128132,0.043806702,0.0397033,0.0475567,2173.6801,1736.7478,,Jovian,0,Hot,0,0.052124728,HAT-P-66,13.014,935.456,6002,1.26,1.88,G,4.1209752,5.48105
XO-1 b,Transit,263.7989,12.778,3.94153,0.0488,1.6156497,0.12643995,0.003266895,0.0488,0.0488,0.0488,344.4771,1097.4628,,Jovian,0,Hot,0,0.072851553,XO-1,11.251,163.553,5750,0.88,0.88,G,0.82035154,2.445478
HD 191939 c,Transit,8,3.195,28.579743,0.1752,0.78369714,0.24528862,0.0036321586,0.17530127,0.1692432,0.1811568,21.192538,546.45106,,Neptunian,0,Hot,0,0.25781976,HD 191939,8.97,53.6089,5348,0.81,0.94,G,0.65012969,2.1770267
WASP-47 d,Transit,14.2,3.567,9.03055,0.085,1.1160461,0.31288087,0.0020118289,0.08500425,0.08415,0.08585,148.99918,889.99493,,Neptunian,0,Hot,0,0.19705539,WASP-47,11.936,264.78,5552,1.04,1.14,G,1.0764652,2.8013267
TOI-216.02,Transit,18.75188,8,17.16073,0.1293,0.29299812,0.036624766,0.0031490611,0.13095504,0.108612,0.149988,21.899506,548.40423,,Neptunian,0,Hot,0,0.15209378,TOI-216,12.324,177.945,5026,0.77,0.75,K,0.36140986,1.6231691
HIP 65 A b,Transit,1021.1878,22.754,0.9809734,0.01782,1.9723778,0.086682684,0.0019499791,0.01782,0.01782,0.01782,660.97434,1291.653,,Jovian,0,Hot,0,0.042747978,HIP 65 A,11,61.7856,4590,0.78,0.72,K,0.20989399,1.2369831
WASP-105 b,Transit,572.094,10.761,7.87288,0.075,4.9404002,0.45910233,0.0064744911,0.075,0.075,0.075,168.21994,917.42185,,Jovian,0,Hot,0,0.087499908,WASP-105,12.049,169.272,5070,0.89,0.9,K,0.94623716,2.6264175
K2-19 c,Transit,10.8,4.1,11.8993,0.0971,0.64247472,0.15670115,0.0017698859,0.099241055,0.076709,0.117491,53.747134,683.95695,,Neptunian,0,Hot,0,0.1944739,K2-19,13.024,289.827,5322,0.88,0.82,G,0.49545019,1.900482
HAT-P-29 b,Transit,279.6904,13.115,5.72319,0.0667,1.6260765,0.12398601,0.0035079683,0.066970135,0.060697,0.072703,422.19627,1152.9659,,Jovian,0,Hot,0,0.070682804,HAT-P-29,11.825,313.576,6087,1.45,1.3,F,1.8706821,3.6928678
EPIC 211945201 b,Transit,27,5.76,19.49221,0.1493,0.81380208,0.14128508,0.0042517823,0.1493,0.1493,0.1493,105.8962,817.18391,,Neptunian,0,Hot,0,0.14596648,EPIC 211945201,10.154,181.69,6069,1.17,1.39,G,2.3604782,4.1482389
WASP-167 b,Transit,2542.64,17.71,2.0219596,0.0365,8.1067681,0.45775088,0.0042694706,0.0365,0.0365,0.0365,5921.2619,2234.6179,,Jovian,0,Hot,0,0.052117703,WASP-167,10.517,423.552,7000,1.59,1.79,F,7.8886012,7.5833965
TOI-561 b,Transit,2,1.425,0.4465688,0.0106,0.98491844,0.69117083,0.00014330877,0.0106,0.0106,0.0106,4746.6616,2114.4469,2387.9355,Terran,0,Hot,0,0.28240928,TOI-561,10.252,85.799,5372,0.81,0.84,G,0.5333349,1.9718041
HAT-P-45 b,Transit,283.492,15.984,3.128992,0.0452,1.1096087,0.069419966,0.0026151361,0.045254263,0.0429852,0.0474148,1230.9634,1508.222,,Jovian,0,Hot,0,0.057899457,HAT-P-45,12.783,298.64,6330,1.26,1.32,F,2.5118864,4.2792116
WASP-97 b,Transit,432.2488,12.778,2.07276,0.03303,2.6473297,0.20717872,0.0023639834,0.03303,0.03303,0.03303,1079.4011,1460.1431,,Jovian,0,Hot,0,0.070738395,WASP-97,10.57,151.068,5640,1.18,1.08,G,1.177606,2.929974
KELT-19 A b,Transit,1293.5681,21.409,4.6117093,0.0637,2.8222568,0.13182572,0.0059112969,0.0637,0.0637,0.0637,2342.724,1772.2704,,Jovian,0,Hot,0,0.04402934,KELT-19 A,9.857,300.276,7500,1.62,1.83,A,9.5060479,8.3246075
LTT 3780 b,Transit,2.47,1.32,0.76837883,0.01211,1.4175849,1.073928,0.00021883118,0.0121162,0.01172248,0.01249752,114.0077,832.2424,939.88701,Terran,0,Hot,0,0.29837792,LTT 3780,13.14,21.9814,3360,0.38,0.38,M,0.016710906,0.34903081
HATS-25 b,Transit,194.82979,14.123,4.2986432,0.05163,0.97679054,0.069163105,0.0024752628,0.052429645,0.04254312,0.06071688,445.68548,1163.5923,,Jovian,0,Hot,0,0.066175304,HATS-25,13.172,471.158,5715,0.99,1.11,G,1.1694994,2.9198717
HAT-P-50 b,Transit,429.0705,14.437,3.1220109,0.0453,2.0586132,0.14259286,0.0027929835,0.045599546,0.0400905,0.0505095,1966.5026,1692.1559,,Jovian,0,Hot,0,0.063080652,HAT-P-50,11.703,515.458,6280,1.27,1.7,F,4.0086672,5.4058472
K2-233 c,Transit,12.81,1.281,7.06005,0.06666,7.8064012,6.09399,0.00134981,0.067995868,0.053314668,0.080005332,68.889316,728.31181,822.51374,Terran,0,Hot,0,0.30762666,K2-233,10.883,67.5062,5033,0.79,0.71,K,0.29991625,1.4786445
HATS-68 b,Transit,410.0007,13.809,3.5862202,0.05071,2.1501073,0.15570333,0.0032867967,0.05074286,0.04888444,0.05253556,1520.878,1590.4416,,Jovian,0,Hot,0,0.065787328,HATS-68,12.312,603.955,6147,1.35,1.75,F,3.908409,5.337818
Qatar-7 b,Transit,597.5204,19.055,2.032046,0.0352,1.64564,0.086362634,0.0026446759,0.0352,0.0352,0.0352,2950.6295,1877.4932,,Jovian,0,Hot,0,0.048911431,Qatar-7,13.134,705.981,6387,1.41,1.56,F,3.6559479,5.162544
HAT-P-17 c,Radial Velocity,1080.6,13.1,5584,5.6,6.2968358,0.48067449,0.36051955,6.02588,3.416,7.784,0.017801296,90.250164,,Jovian,0,Cold,0,0.086847358,HAT-P-17,10.375,92.3831,5336.96,0.92,0.84,K,0.51404365,1.9358146
HD 110113 b,Transit,4.55,2.05,2.541,0.035,1.0826889,0.52814091,0.00052617601,0.035151358,0.031745,0.038255,761.64078,1336.0736,1508.8852,Superterran,0,Hot,0,0.25391742,HD 110113,10.09,106.307,5732,1,0.97,G,0.92896639,2.6023384
55 Cnc f,Radial Velocity,44.812,7.59,259.88,0.7708,0.77787672,0.10248705,0.025999546,0.77326656,0.709136,0.832464,1.0727803,258.9434,,Neptunian,1,Warm,0,0.45696022,55 Cnc,5.95084,12.5855,5172,0.91,0.94,G,0.63533093,2.1521065
HATS-22 b,Transit,870.8542,10.682,4.7228124,0.05025,7.6320341,0.71447614,0.0048442316,0.050406805,0.04628025,0.05421975,89.760927,783.18073,,Jovian,0,Hot,0,0.093546131,HATS-22,13.397,229.518,4803,0.76,0.69,K,0.22594358,1.2834051
TOI-837 b,Transit,381.396,8.631,8.3248762,0.083464306,5.1198107,0.59318858,0.0058300472,0.083464306,0.083464306,0.083464306,157.76056,902.81614,,Jovian,0,Hot,0,0.1048012,TOI-837,10.635,142.488,6047,1.12,1.02,G,1.0990058,2.8305039
NGTS-6 b,Transit,425.57437,14.863,0.882059,0.01677,1.9264711,0.12961523,0.0013766173,0.01677,0.01677,0.01677,909.77474,1399.0498,,Jovian,0,Hot,0,0.062090133,NGTS-6,14.237,308.262,4730,0.77,0.75,K,0.25585859,1.3657266
LP 791-18 c,Transit,7.1,2.438,4.9899093,0.02961,1.1945132,0.48995619,0.0010962233,0.02961,0.029607631,0.029612369,2.624963,324.25039,366.18986,Superterran,0,Hot,0,0.56647203,LP 791-18,16.91,26.4927,2960,0.14,0.18,M,0.0023014418,0.12952803
WASP-14 b,Transit,2809.6172,15.468,2.24375,0.037,11.742994,0.75917983,0.0040464335,0.03714985,0.03367,0.04033,1960.4809,1692.4994,,Jovian,0,Hot,0,0.059304533,WASP-14,9.745,161.997,6475,1.62,1.4,F,2.6730064,4.4143195
WASP-99 b,Transit,772.3269,11.433,5.75251,0.0717,5.9085478,0.51679767,0.0061750859,0.0717,0.0717,0.0717,679.14372,1300.4394,,Jovian,0,Hot,0,0.078512157,WASP-99,9.475,158.66,6150,1.21,1.64,F,3.4914032,5.0450301
Kepler-396 c,Transit,17.9,5.3,88.505,0.378,0.63723745,0.12023348,0.010441312,0.378,0.378,0.378,5.1288075,383.35736,,Neptunian,0,Hot,0,0.32187955,Kepler-396,12.259,223.757,5565,0.85,1.06,G,0.73282453,2.3113396
WASP-88 b,Transit,133.4886,16.365,4.954,0.06431,0.49843916,0.030457633,0.0033561075,0.06431,0.06431,0.06431,1280.6869,1523.914,,Jovian,0,Hot,0,0.05665537,WASP-88,11.388,523.756,6430,0.94,1.8,F,5.2966344,6.2138929
HATS-2 b,Transit,427.463,13.092,1.354133,0.023,2.4939431,0.19049367,0.0018084994,0.023,0.023,0.023,1019.8689,1439.58,,Jovian,0,Hot,0,0.069306947,HATS-2,13.565,341.925,5227,0.88,0.9,K,0.53951062,1.9831874
KELT-23 A b,Transit,298.12454,14.83,2.255251,0.03302,1.3555496,0.091405909,0.002252435,0.03302,0.03302,0.03302,991.84969,1429.5889,,Jovian,0,Hot,0,0.062115995,KELT-23 A,10.308,126.261,5899,0.94,1,G,1.081434,2.8077844
WASP-180 A b,Transit,286.047,13.899,3.409264,0.048,1.4807109,0.10653363,0.0028986192,0.048,0.048,0.048,896.43236,1393.8919,,Jovian,0,Hot,0,0.065898031,WASP-180 A,10.655,253.985,6600,1.3,1.19,F,2.0653802,3.8802862
TOI-1201 b,Transit,6.28,2.415,2.4919863,0.0287,1.076776,0.44586999,0.00066292384,0.0287,0.0287,0.0287,41.232171,645.5186,729.01182,Superterran,0,Hot,0,0.26542094,TOI-1201,12.26,37.8871,3476,0.51,0.51,M,0.033962527,0.49758097
HAT-P-30 b,Transit,263.7989,16.141,2.8106,0.0419,1.0125398,0.062730922,0.0022297231,0.04193352,0.040224,0.043576,1169.2831,1489.187,,Jovian,0,Hot,0,0.05743957,HAT-P-30,10.352,213.985,6304,1.55,1.31,F,2.0511622,3.8669073
WASP-147 b,Transit,87.40325,12.498,4.60273,0.0549,0.55955984,0.044771951,0.0024054094,0.0549,0.0549,0.0549,642.47364,1282.5182,,Jovian,0,Hot,0,0.072797886,WASP-147,12.681,436.098,5702,1.04,1.43,G,1.936422,3.7571952
WASP-89 b,Transit,1875.197,11.657,3.3564227,0.0427,13.799816,1.1838223,0.0043702507,0.043495266,0.0344589,0.0509411,253.73902,1009.5191,,Jovian,0,Hot,0,0.07986484,WASP-89,13.21,290.946,5130,0.92,0.88,K,0.45394162,1.8191301
TOI-157 b,Transit,375.0394,14.415,2.0845435,0.03138,1.804877,0.12520825,0.0023026218,0.03138,0.03138,0.03138,1063.3938,1454.6993,,Jovian,0,Hot,0,0.063626305,TOI-157,12.725,355.683,5404,0.95,1.17,G,1.0471285,2.7628911
TOI-421 b,Transit,7.17,2.68,5.19672,0.056,0.99827356,0.37249013,0.00095440376,0.056743932,0.046872,0.065128,174.36984,921.04187,,Neptunian,0,Hot,0,0.2300217,TOI-421,9.931,74.7969,5325,0.85,0.87,G,0.53951062,1.9831874
TOI-125 b,Transit,9.5,2.726,4.65382,0.05186,1.2784151,0.46897107,0.0009311676,0.052835901,0.04179916,0.06192084,196.63702,947.11234,,Neptunian,0,Hot,0,0.22719779,TOI-125,11.023,111.059,5320,0.86,0.85,K,0.51880004,1.9447499
WASP-106 b,Transit,514.8846,11.433,9.28971,0.0917,3.9390319,0.34453178,0.0075317674,0.0917,0.0917,0.0917,314.2399,1072.5438,,Jovian,0,Hot,0,0.080352335,WASP-106,11.21,352.181,6055,0.93,1.31,F,2.6424088,4.3889816
L 98-59 c,Transit,2.42,1.34,3.6906745,0.0317,1.3477389,1.0057753,0.00062901703,0.0317,0.0317,0.0317,11.217123,466.19765,526.49699,Terran,0,Hot,0,0.39979099,L 98-59,11.685,10.6194,3412,0.31,0.31,M,0.011271975,0.2866578
WASP-55 b,Transit,193.8763,14.908,4.46563,0.0558,0.87234034,0.058514914,0.0031199912,0.0558,0.0558,0.0558,467.44617,1184.4933,,Jovian,0,Hot,0,0.063026218,WASP-55,11.753,297.462,5900,1.11,1.09,G,1.4554591,3.257345
pi Men c,Transit,3.63,2.06,6.26791,0.069,0.85540579,0.41524553,0.00094843452,0.069204551,0.063687,0.074313,304.50408,1062.9528,1200.4381,Superterran,0,Hot,0,0.25604224,HD 39091,5.65,18.2702,6037,1.1,1.19,G,1.4454398,3.246114
HATS-53 b,Transit,189.10885,15.02,3.8537768,0.04753,0.83824696,0.055808719,0.0018534238,0.050118009,0.0318451,0.0632149,520.11712,1190.7483,,Jovian,0,Hot,0,0.062386814,HATS-53,13.944,585.77,5644,0.96,1.1,G,1.1091748,2.843569
TOI-1259 A b,Transit,140.16233,11.456,3.477978,0.0407,1.0679854,0.093224979,0.002338009,0.0407,0.0407,0.0407,155.17122,899.08863,,Jovian,0,Hot,0,0.083702604,TOI-1259 A,12.079,118.106,4775,0.74,0.71,K,0.25703958,1.3688749
WASP-95 b,Transit,457.6752,13.787,2.18467,0.03416,2.4077857,0.17464174,0.0023211575,0.03416,0.03416,0.03416,1291.1131,1527.0061,,Jovian,0,Hot,0,0.066005251,WASP-95,10.092,137.544,5830,1.46,1.23,G,1.5066071,3.3140859
HATS-43 b,Transit,82.95363,13.227,4.3888497,0.04944,0.47414665,0.035846878,0.0018904038,0.050179845,0.04088688,0.05799312,166.12742,909.37196,,Jovian,0,Hot,0,0.074036752,HATS-43,13.562,362.273,5099,0.84,0.81,K,0.39994475,1.707512
WASP-37 b,Transit,572.07,13.002,3.577469,0.0446,3.3839883,0.26026675,0.0037941007,0.0446,0.0446,0.0446,478.99423,1191.7421,,Jovian,0,Hot,0,0.070911003,WASP-37,12.815,392.791,5800,0.93,1,G,0.95279616,2.6355045
WASP-80 b,Transit,170.99254,11.198,3.0678523,0.0344,1.363629,0.12177434,0.0022855495,0.034400069,0.0343312,0.0344688,77.069756,754.77999,,Jovian,0,Hot,0,0.092150701,WASP-80,11.841,49.7876,4143,0.58,0.59,K,0.091201084,0.81538696
CoRoT-19 b,Transit,352.78,14.46,3.89713,0.0518,1.6872031,0.11668071,0.0032742671,0.051857213,0.0493654,0.0542346,1305.6317,1530.6463,,Jovian,0,Hot,0,0.063265151,CoRoT-19,14.135,790.663,6090,1.21,1.65,F,3.4994517,5.0508418
Qatar-4 b,Transit,1938.763,12.722,1.8053564,0.02803,11.978817,0.94158287,0.0036210602,0.02803,0.02803,0.02803,612.00336,1267.0337,,Jovian,0,Hot,0,0.071768861,Qatar-4,13.574,329.036,5215,0.9,0.85,K,0.48083935,1.8722497
WASP-161 b,Transit,791.3967,12.812,5.4060425,0.0673,4.821258,0.37630799,0.0055794766,0.0673,0.0673,0.0673,979.42204,1425.0896,,Jovian,0,Hot,0,0.070675382,WASP-161,11.079,343.08,6400,1.39,1.71,F,4.4360864,5.6867451
WASP-49 b,Transit,117.5971,12.442,2.78174,0.0379,0.75965468,0.061055673,0.0019096805,0.0379,0.0379,0.0379,616.19984,1269.2001,,Jovian,0,Hot,0,0.073152527,WASP-49,11.352,194.553,5600,0.92,0.97,G,0.88511561,2.5401757
WASP-63 b,Transit,117.5971,15.805,4.37808,0.0574,0.47076873,0.029786064,0.0025907531,0.0574,0.0574,0.0574,853.44633,1376.8726,,Jovian,0,Hot,0,0.058866766,WASP-63,11.155,290.684,5550,1.28,1.86,G,2.8119008,4.5275553
